hanzi_simplified,hanzi_traditional,pinyin,english_meanings,hsk_levels,pos,frequency_rank,character_count,length_bucket,example_zh,example_en
酸甜苦辣,酸甜苦辣,suān tián kǔ là,"sour, sweet, bitter and spicy hot; fig. the joys and sorrows of life","newest-5, new-5",l,32890,4,4+-char,我在学习“酸甜苦辣”。,I'm learning '酸甜苦辣'.
一路平安,一路平安,yī lù píng ān,to have a pleasant journey; Bon voyage!,new-2,,32899,4,4+-char,我在学习“一路平安”。,I'm learning '一路平安'.
亡羊补牢,亡羊補牢,wáng yáng bǔ láo,lit. to mend the pen after sheep are lost (idiom); fig. to act belatedly; better late than never; to lock the stable door after the horse has bolted,"newest-7, new-7",v,32906,4,4+-char,我每天都亡羊补牢。,I lit. to mend the pen after sheep are lost every day.
欣欣向荣,欣欣向榮,xīn xīn xiàng róng,(idiom) flourishing; thriving,"newest-7, new-7, old-6",v,32921,4,4+-char,我每天都欣欣向荣。,I flourishing every day.
心急如焚,心急如焚,xīn jí rú fén,to burn with impatience; torn with anxiety,"newest-7, new-7",v,32937,4,4+-char,我每天都心急如焚。,I to burn with impatience every day.
千家万户,千家萬戶,qiān jiā wàn hù,every family (idiom),"newest-6, new-7",l,33124,4,4+-char,我在学习“千家万户”。,I'm learning '千家万户'.
守株待兔,守株待兔,shǒu zhū dài tù,"lit. to guard a tree-stump, waiting for rabbits (idiom); to wait idly for opportunities; to trust to chance rather than show initiative","newest-7, new-7",v,33204,4,4+-char,我每天都守株待兔。,"I lit. to guard a tree-stump, waiting for rabbits every day."
不辞而别,不辭而別,bù cí ér bié,to leave without saying good-bye,"newest-7, new-7",v,33466,4,4+-char,我每天都不辞而别。,I to leave without saying good-bye every day.
美中不足,美中不足,měi zhōng bù zú,everything is fine except for one small defect (idiom); the fly in the ointment,"newest-7, new-7",l,33676,4,4+-char,我在学习“美中不足”。,I'm learning '美中不足'.
不假思索,不假思索,bù jiǎ sī suǒ,(idiom) to act without taking time to think; to react instantly; to fire from the hip,"newest-7, new-7",l,33772,4,4+-char,我在学习“不假思索”。,I'm learning '不假思索'.
前无古人,前無古人,qián wú gǔ rén,(idiom) unprecedented; unheard of,"newest-7, new-7",l,33975,4,4+-char,我在学习“前无古人”。,I'm learning '前无古人'.
朝夕相处,朝夕相處,zhāo xī xiāng chǔ,to spend all one's time together (idiom),"newest-7, new-7",v,34005,4,4+-char,我每天都朝夕相处。,I to spend all one's time together every day.
风和日丽,風和日麗,fēng hé rì lì,"moderate wind, beautiful sun (idiom); fine sunny weather, esp. in springtime","newest-7, new-7",v,34338,4,4+-char,我每天都风和日丽。,"I moderate wind, beautiful sun ; fine sunny weather, esp. in springtime every day."
家家户户,家家戶戶,jiā jiā hù hù,each and every family (idiom); every household,"newest-6, new-7",l,34377,4,4+-char,我在学习“家家户户”。,I'm learning '家家户户'.
大有可为,大有可為,dà yǒu kě wéi,with great prospects for the future (idiom); well worth doing,"newest-7, new-7",v,34481,4,4+-char,我每天都大有可为。,I with great prospects for the future ; well worth doing every day.
依依不舍,依依不捨,yī yī bù shě,reluctant to part (idiom); broken-hearted at having to leave,"newest-7, new-7",v,34544,4,4+-char,我每天都依依不舍。,I reluctant to part ; broken-hearted at having to leave every day.
可乘之机,可乘之機,kě chéng zhī jī,an opportunity that someone (usually a villain or adversary) can exploit,"newest-7, new-7",l,34562,4,4+-char,我在学习“可乘之机”。,I'm learning '可乘之机'.
统筹兼顾,統籌兼顧,tǒng chóu jiān gù,an overall plan taking into account all factors,old-6,,34565,4,4+-char,我在学习“统筹兼顾”。,I'm learning '统筹兼顾'.
一鼓作气,一鼓作氣,yī gǔ zuò qì,in a spurt of energy,"newest-7, new-7",v,34580,4,4+-char,我每天都一鼓作气。,I in a spurt of energy every day.
东张西望,東張西望,dōng zhāng xī wàng,to look in all directions (idiom); to glance around,"newest-7, new-7, old-6",v,34585,4,4+-char,我每天都东张西望。,I to look in all directions every day.
络绎不绝,絡繹不絕,luò yì bù jué,(idiom) continuously; in an endless stream,"newest-7, new-7, old-6",v,34597,4,4+-char,我每天都络绎不绝。,I continuously; in an endless stream every day.
杂乱无章,雜亂無章,zá luàn wú zhāng,disordered and in a mess (idiom); all mixed up and chaotic,"newest-7, new-7",l,34808,4,4+-char,我在学习“杂乱无章”。,I'm learning '杂乱无章'.
举世闻名,舉世聞名,jǔ shì wén míng,world-famous (idiom),"new-7, old-6",v,34810,4,4+-char,我每天都举世闻名。,I world-famous every day.
愁眉苦脸,愁眉苦臉,chóu méi kǔ liǎn,to look anxious (idiom); to look miserable,"newest-7, new-7",,34813,4,4+-char,我在学习“愁眉苦脸”。,I'm learning '愁眉苦脸'.
粗心大意,粗心大意,cū xīn dà yì,negligent; careless; inadvertent,"newest-7, new-7",v,34849,4,4+-char,我每天都粗心大意。,I negligent every day.
争分夺秒,爭分奪秒,zhēng fēn duó miǎo,"lit. fight minutes, snatch seconds (idiom); a race against time; making every second count","newest-7, new-7",l,34909,4,4+-char,我在学习“争分夺秒”。,I'm learning '争分夺秒'.
垂头丧气,垂頭喪氣,chuí tóu sàng qì,hanging one's head dispiritedly (idiom); dejected; crestfallen,"newest-7, new-7",,34963,4,4+-char,我在学习“垂头丧气”。,I'm learning '垂头丧气'.
任重道远,任重道遠,rèn zhòng dào yuǎn,"a heavy load and a long road; fig. to bear heavy responsibilities through a long struggle (cf Confucian Analects, 8.7)","newest-7, old-6",v,35050,4,4+-char,我每天都任重道远。,I a heavy load and a long road every day.
不一会儿,不一會兒,bù yīhuǐr5,Take a short while,new-2,l,35153,4,4+-char,我在学习“不一会儿”。,I'm learning '不一会儿'.
夸夸其谈,誇誇其談,kuā kuā qí tán,to talk big; to sound off; bombastic; grandiloquent,"newest-7, new-7",v,35198,4,4+-char,我每天都夸夸其谈。,I to talk big every day.
举世瞩目,舉世矚目,jǔ shì zhǔ mù,to receive worldwide attention,"newest-7, new-7, old-6",l,35345,4,4+-char,我在学习“举世瞩目”。,I'm learning '举世瞩目'.
化险为夷,化險為夷,huà xiǎn wéi yí,to turn peril into safety (idiom); to avert disaster,"newest-7, new-7",v,35462,4,4+-char,我每天都化险为夷。,I to turn peril into safety ; to avert disaster every day.
扣人心弦,扣人心弦,kòu rén xīn xián,to excite; to thrill; exciting; thrilling; cliff-hanging,"newest-7, new-7",v,35633,4,4+-char,我每天都扣人心弦。,I to excite every day.
光明磊落,光明磊落,guāng míng lěi luò,open and candid (idiom); straightforward and upright,"newest-7, new-7",v,35648,4,4+-char,我每天都光明磊落。,I open and candid ; straightforward and upright every day.
千钧一发,千鈞一髮,qiān jūn yī fà,a thousand pounds hangs by a thread (idiom); imminent peril; a matter of life or death,"newest-7, new-7",l,35703,4,4+-char,我在学习“千钧一发”。,I'm learning '千钧一发'.
千变万化,千變萬化,qiān biàn wàn huà,countless changes; constant permutation,"newest-7, new-7",v,35836,4,4+-char,我每天都千变万化。,I countless changes every day.
朝气蓬勃,朝氣蓬勃,zhāo qì péng bó,full of youthful energy (idiom); vigorous; energetic; a bright spark,"newest-7, new-7, old-6",v,35838,4,4+-char,我每天都朝气蓬勃。,I full of youthful energy ; vigorous every day.
一个劲儿,一個勁兒,yī gè jìn r,erhua variant of 一个劲; continuously,new-7,,35871,4,4+-char,我在学习“一个劲儿”。,I'm learning '一个劲儿'.
斩钉截铁,斬釘截鐵,zhǎn dīng jié tiě,lit. to chop the nail and slice the iron (idiom); fig. resolute and decisive; unhesitating; categorical,"newest-7, old-6",l,35900,4,4+-char,我在学习“斩钉截铁”。,I'm learning '斩钉截铁'.
诚心诚意,誠心誠意,chéng xīn chéng yì,earnestly and sincerely (idiom); with all sincerity,new-7,l,35928,4,4+-char,我在学习“诚心诚意”。,I'm learning '诚心诚意'.
天伦之乐,天倫之樂,tiān lún zhī lè,family love and joy; domestic bliss,"newest-7, old-6",l,36076,4,4+-char,我在学习“天伦之乐”。,I'm learning '天伦之乐'.
一技之长,一技之長,yī jì zhī cháng,proficiency in a particular field (idiom); skill in a specialized area (idiom),"newest-7, new-7",l,36099,4,4+-char,我在学习“一技之长”。,I'm learning '一技之长'.
同舟共济,同舟共濟,tóng zhōu gòng jì,cross a river in the same boat (idiom); fig. having common interests; obliged to collaborate towards common goals,"newest-7, new-7",v,36268,4,4+-char,我每天都同舟共济。,I cross a river in the same boat ; fig. having common interests every day.
自强不息,自強不息,zì qiáng bù xī,to strive unremittingly; self-improvement,"newest-7, new-7",v,36274,4,4+-char,我每天都自强不息。,I to strive unremittingly every day.
见多识广,見多識廣,jiàn duō shí guǎng,experienced and knowledgeable (idiom),"newest-7, old-6",v,36443,4,4+-char,我每天都见多识广。,I experienced and knowledgeable every day.
精益求精,精益求精,jīng yì qiú jīng,to perfect sth that is already outstanding (idiom); constantly improving,"newest-7, new-7, old-6",v,36451,4,4+-char,我每天都精益求精。,I to perfect sth that is already outstanding ; constantly improving every day.
从容不迫,從容不迫,cóng róng bù pò,calm; unruffled,"newest-7, new-7, old-6",v,36570,4,4+-char,我每天都从容不迫。,I calm every day.
峰回路转,峰回路轉,fēng huí lù zhuǎn,the mountain road twists around each new peak (idiom); (of a mountain road) twisting and turning; fig. an opportunity has come unexpectedly; things have taken a new turn,"newest-7, new-7",v,36686,4,4+-char,我每天都峰回路转。,I the mountain road twists around each new peak every day.
鹤立鸡群,鶴立雞群,hè lì jī qún,a crane in a flock of chicken (idiom); way above the common; manifestly superior,"newest-7, new-7",v,36715,4,4+-char,我每天都鹤立鸡群。,I a crane in a flock of chicken ; way above the common every day.
大大咧咧,大大咧咧,dà dà liē liē,carefree; offhand; casual,"newest-7, new-7",z,36835,4,4+-char,我在学习“大大咧咧”。,I'm learning '大大咧咧'.
高新技术,高新技術,gāo xīn jì shù,high tech; high technology,"newest-6, new-7",n,36865,4,4+-char,这是高新技术。,This is a high tech.
变幻莫测,變幻莫測,biàn huàn mò cè,to change unpredictably; unpredictable; erratic; treacherous,"newest-7, new-7","l, v",37275,4,4+-char,我在学习“变幻莫测”。,I'm learning '变幻莫测'.
理直气壮,理直氣壯,lǐ zhí qì zhuàng,in the right and self-confident (idiom); bold and confident with justice on one's side; to have the courage of one's convictions; just and forceful,"newest-7, new-7, old-6",l,37289,4,4+-char,我在学习“理直气壮”。,I'm learning '理直气壮'.
称心如意,稱心如意,chèn xīn rú yì,(idiom) after one's own heart; gratifying; satisfactory; everything one could wish,"newest-7, old-6",v,37311,4,4+-char,我每天都称心如意。,I after one's own heart; gratifying; satisfactory; everything one could wish every day.
由此可见,由此可見,yóu cǐ kě jiàn,"from this, it can be seen that...",new-7,c,37325,4,4+-char,我在学习“由此可见”。,I'm learning '由此可见'.
综上所述,綜上所述,zōng shàng suǒ shù,to summarize; to sum up,new-7,c,37654,4,4+-char,我在学习“综上所述”。,I'm learning '综上所述'.
一年到头,一年到頭,yī nián dào tóu,all year round,new-7,l,37724,4,4+-char,我在学习“一年到头”。,I'm learning '一年到头'.
一言一行,一言一行,yī yán yī xíng,every word and action (idiom),"newest-7, new-7",l,37817,4,4+-char,我在学习“一言一行”。,I'm learning '一言一行'.
足智多谋,足智多謀,zú zhì duō móu,resourceful; full of stratagems,"newest-7, new-7",v,37859,4,4+-char,我每天都足智多谋。,I resourceful every day.
似是而非,似是而非,sì shì ér fēi,apparently right but actually wrong; specious (idiom),"newest-7, new-7",v,37874,4,4+-char,我每天都似是而非。,I apparently right but actually wrong; specious every day.
改邪归正,改邪歸正,gǎi xié guī zhèng,to mend one's ways (idiom); to turn over a new leaf,"newest-7, new-7",v,37930,4,4+-char,我每天都改邪归正。,I to mend one's ways every day.
敬而远之,敬而遠之,jìng ér yuǎn zhī,to show respect from a distance (idiom); to remain at a respectful distance,"newest-7, new-7",v,37994,4,4+-char,我每天都敬而远之。,I to show respect from a distance every day.
衣食住行,衣食住行,yī shí zhù xíng,"clothing, food, housing and transport (idiom); people's basic needs","newest-6, new-7",l,38411,4,4+-char,我在学习“衣食住行”。,I'm learning '衣食住行'.
锲而不舍,鍥而不捨,qiè ér bù shě,to chip away at a task and not abandon it (idiom); to chisel away at sth; to persevere; unflagging efforts,"newest-7, old-6",v,38449,4,4+-char,我每天都锲而不舍。,I to chip away at a task and not abandon it ; to chisel away at sth every day.
津津有味,津津有味,jīn jīn yǒu wèi,with keen interest (idiom); with great pleasure; with gusto; eagerly,"newest-7, new-7, old-6",l,38595,4,4+-char,我在学习“津津有味”。,I'm learning '津津有味'.
风土人情,風土人情,fēng tǔ rén qíng,local conditions and customs (idiom),"newest-7, old-6",l,39323,4,4+-char,我在学习“风土人情”。,I'm learning '风土人情'.
相辅相成,相輔相成,xiāng fǔ xiāng chéng,to complement one another (idiom),"newest-7, new-7, old-6",v,39443,4,4+-char,我每天都相辅相成。,I to complement one another every day.
勤工俭学,勤工儉學,qín gōng jiǎn xué,to work part time while studying; work-study program,"newest-7, new-7",v,39680,4,4+-char,我每天都勤工俭学。,I to work part time while studying every day.
头头是道,頭頭是道,tóu tóu shì dào,clear and logical,"newest-7, new-7",l,39740,4,4+-char,我在学习“头头是道”。,I'm learning '头头是道'.
知足常乐,知足常樂,zhī zú cháng lè,satisfied with what one has (idiom),"newest-7, old-6",v,39895,4,4+-char,我每天都知足常乐。,I satisfied with what one has every day.
半信半疑,半信半疑,bàn xìn bàn yí,half doubting; dubious; skeptical,"newest-7, new-7",v,40048,4,4+-char,我每天都半信半疑。,I half doubting every day.
无恶不作,無惡不作,wú è bù zuò,not to shrink from any crime (idiom); to commit any imaginable misdeed,new-7,v,40408,4,4+-char,我每天都无恶不作。,I not to shrink from any crime ; to commit any imaginable misdeed every day.
水涨船高,水漲船高,shuǐ zhǎng chuán gāo,"the tide rises, the boat floats (idiom); fig. to change with the overall trend; to develop according to the situation","newest-7, new-7",v,40619,4,4+-char,我每天都水涨船高。,"I the tide rises, the boat floats ; fig. to change with the overall trend every day."
得天独厚,得天獨厚,dé tiān dú hòu,blessed by heaven (idiom); enjoying exceptional advantages; favored by nature,"newest-7, new-7, old-6",l,40643,4,4+-char,我在学习“得天独厚”。,I'm learning '得天独厚'.
顾全大局,顧全大局,gù quán dà jú,to take the big picture into consideration (idiom); to work for the benefits of all,"newest-7, new-7",v,40823,4,4+-char,我每天都顾全大局。,I to take the big picture into consideration every day.
开天辟地,開天闢地,kāi tiān pì dì,to split heaven and earth apart (idiom); refers to the Pangu 盘古 creation myth,"newest-7, new-7",v,40925,4,4+-char,我每天都开天辟地。,I to split heaven and earth apart ; refers to the Pangu 盘古 creation myth every day.
远近闻名,遠近聞名,yuǎn jìn wén míng,to be known far and wide; to be well-known,"newest-7, new-7",l,41183,4,4+-char,我在学习“远近闻名”。,I'm learning '远近闻名'.
恋恋不舍,戀戀不捨,liàn liàn bù shě,reluctant to part,"newest-7, new-7",v,41381,4,4+-char,我每天都恋恋不舍。,I reluctant to part every day.
七嘴八舌,七嘴八舌,qī zuǐ bā shé,lively discussion with everybody talking at once,"newest-7, new-7",v,41404,4,4+-char,我每天都七嘴八舌。,I lively discussion with everybody talking at once every day.
众志成城,眾志成城,zhòng zhì chéng chéng,unity of will is an impregnable stronghold (idiom),"newest-7, new-7",v,41428,4,4+-char,我每天都众志成城。,I unity of will is an impregnable stronghold every day.
急于求成,急於求成,jí yú qiú chéng,anxious for quick results (idiom); to demand instant success; impatient for result; impetuous,"newest-7, old-6",v,41579,4,4+-char,我每天都急于求成。,I anxious for quick results ; to demand instant success every day.
博大精深,博大精深,bó dà jīng shēn,wide-ranging and profound; broad and deep,"newest-7, old-6",v,41630,4,4+-char,我每天都博大精深。,I wide-ranging and profound every day.
交头接耳,交頭接耳,jiāo tóu jiē ěr,to whisper to one another's ear,"newest-7, new-7",v,42113,4,4+-char,我每天都交头接耳。,I to whisper to one another's ear every day.
有声有色,有聲有色,yǒu shēng yǒu sè,having sound and color (idiom); vivid; dazzling,"newest-7, new-7",l,42205,4,4+-char,我在学习“有声有色”。,I'm learning '有声有色'.
左顾右盼,左顧右盼,zuǒ gù yòu pàn,glancing to left and right (idiom); to look all around,"newest-7, new-7",v,42319,4,4+-char,我每天都左顾右盼。,I glancing to left and right ; to look all around every day.
面红耳赤,面紅耳赤,miàn hóng ěr chì,flushed with anger (or excitement),"newest-7, new-7",l,42692,4,4+-char,我在学习“面红耳赤”。,I'm learning '面红耳赤'.
废寝忘食,廢寢忘食,fèi qǐn wàng shí,to neglect sleep and forget about food (idiom); to skip one's sleep and meals; to be completely wrapped up in one's work,"newest-7, new-7",v,42829,4,4+-char,我每天都废寝忘食。,I to neglect sleep and forget about food every day.
任人宰割,任人宰割,rèn rén zǎi gē,to get trampled on (idiom); to be taken advantage of,new-7,v,42917,4,4+-char,我每天都任人宰割。,I to get trampled on every day.
喜闻乐见,喜聞樂見,xǐ wén lè jiàn,to love to hear and see (idiom); well received; to one's liking,"newest-7, old-6",l,43166,4,4+-char,我在学习“喜闻乐见”。,I'm learning '喜闻乐见'.
波涛汹涌,波濤洶湧,bō tāo xiōng yǒng,waves surging forth; roaring sea,old-6,,43247,4,4+-char,我在学习“波涛汹涌”。,I'm learning '波涛汹涌'.
空前绝后,空前絕後,kōng qián jué hòu,unprecedented and never to be duplicated; the first and the last; unmatched; unique,old-6,v,43282,4,4+-char,我每天都空前绝后。,I unprecedented and never to be duplicated every day.
门当户对,門當戶對,mén dāng hù duì,the families are well-matched in terms of social status (idiom); (of a prospective marriage partner) an appropriate match,new-7,v,43397,4,4+-char,我每天都门当户对。,I the families are well-matched in terms of social status every day.
川流不息,川流不息,chuān liú bù xī,the stream flows without stopping (idiom); unending flow,"newest-7, new-7, old-6",v,43668,4,4+-char,我每天都川流不息。,I the stream flows without stopping ; unending flow every day.
鸦雀无声,鴉雀無聲,yā què wú shēng,lit. crow and peacock make no sound; absolute silence (idiom); not a single voice can be heard; absolute silence,"newest-7, new-7",v,43787,4,4+-char,我每天都鸦雀无声。,I lit. crow and peacock make no sound every day.
千军万马,千軍萬馬,qiān jūn wàn mǎ,magnificent army with thousands of men and horses (idiom); impressive display of manpower; all the King's horses and all the King's men,"newest-7, new-7",l,43815,4,4+-char,我在学习“千军万马”。,I'm learning '千军万马'.
哄堂大笑,哄堂大笑,hōng táng dà xiào,the whole room roaring with laughter (idiom),"newest-7, new-7",v,43850,4,4+-char,我每天都哄堂大笑。,I the whole room roaring with laughter every day.
可歌可泣,可歌可泣,kě gē kě qì,lit. you can sing or you can cry (idiom); fig. deeply moving; happy and sad; inspiring and tragic,new-7,v,44081,4,4+-char,我每天都可歌可泣。,I lit. you can sing or you can cry ; fig. deeply moving every day.
举世无双,舉世無雙,jǔ shì wú shuāng,unrivaled (idiom); world number one; unique; unequaled,new-7,v,44355,4,4+-char,我每天都举世无双。,I unrivaled ; world number one every day.
盛气凌人,盛氣凌人,shèng qì líng rén,overbearing; arrogant bully,"newest-7, new-7",v,44358,4,4+-char,我每天都盛气凌人。,I overbearing every day.
心灵手巧,心靈手巧,xīn líng shǒu qiǎo,capable; clever; dexterous,"newest-7, new-7",v,44403,4,4+-char,我每天都心灵手巧。,I capable every day.
横七竖八,橫七豎八,héng qī shù bā,in disorder; at sixes and sevens (idiom),new-7,,44471,4,4+-char,我在学习“横七竖八”。,I'm learning '横七竖八'.
孤陋寡闻,孤陋寡聞,gū lòu guǎ wén,ignorant and inexperienced; ill-informed and narrow-minded,"newest-7, new-7",v,44513,4,4+-char,我每天都孤陋寡闻。,I ignorant and inexperienced every day.
眉开眼笑,眉開眼笑,méi kāi yǎn xiào,"brows raised in delight, eyes laughing (idiom); beaming with joy; all smiles","newest-7, new-7",,45283,4,4+-char,我在学习“眉开眼笑”。,I'm learning '眉开眼笑'.
斩草除根,斬草除根,zhǎn cǎo chú gēn,to cut weeds and eliminate the roots (idiom); to destroy root and branch; to eliminate completely,new-7,v,45361,4,4+-char,我每天都斩草除根。,I to cut weeds and eliminate the roots ; to destroy root and branch every day.
前赴后继,前赴後繼,qián fù hòu jì,to advance dauntlessly in wave upon wave (idiom),"newest-7, new-7",v,45740,4,4+-char,我每天都前赴后继。,I to advance dauntlessly in wave upon wave every day.
岂有此理,豈有此理,qǐ yǒu cǐ lǐ,how can this be so? (idiom); preposterous; ridiculous; absurd,"newest-7, new-7, old-6",,46100,4,4+-char,我在学习“岂有此理”。,I'm learning '岂有此理'.
画龙点睛,畫龍點睛,huà lóng diǎn jīng,to paint a dragon and dot in the eyes (idiom); fig. to add the vital finishing touch; the crucial point that brings the subject to life; a few words to clinch the point,"newest-7, new-7",v,46401,4,4+-char,我每天都画龙点睛。,I to paint a dragon and dot in the eyes ; fig. to add the vital finishing touch every day.
见仁见智,見仁見智,jiàn rén jiàn zhì,opinions differ (idiom),"newest-7, new-7",v,46725,4,4+-char,我每天都见仁见智。,I opinions differ every day.
各抒己见,各抒己見,gè shū jǐ jiàn,everyone gives their own view,"newest-7, old-6",v,46742,4,4+-char,我每天都各抒己见。,I everyone gives their own view every day.
画蛇添足,畫蛇添足,huà shé tiān zú,lit. draw legs on a snake (idiom); fig. to ruin the effect by adding sth superfluous; to overdo it,"newest-7, new-7, old-6",l,47111,4,4+-char,我在学习“画蛇添足”。,I'm learning '画蛇添足'.
暴风骤雨,暴風驟雨,bào fēng zhòu yǔ,violent wind and rainstorm; hurricane; tempest,"newest-7, new-7",l,47595,4,4+-char,我在学习“暴风骤雨”。,I'm learning '暴风骤雨'.
一概而论,一概而論,yī gài ér lùn,to lump different matters together (idiom),"newest-7, new-7",v,47671,4,4+-char,我每天都一概而论。,I to lump different matters together every day.
大公无私,大公無私,dà gōng wú sī,selfless; impartial,"newest-7, new-7",v,48461,4,4+-char,我每天都大公无私。,I selfless every day.
悬崖峭壁,懸崖峭壁,xuán yá qiào bì,sheer cliffs and precipitous rock faces (idiom),old-6,l,48736,4,4+-char,我在学习“悬崖峭壁”。,I'm learning '悬崖峭壁'.
思前想后,思前想後,sī qián xiǎng hòu,to consider past cause and future effect (idiom); to think over the past and future; to ponder over reasons and connection,"newest-7, new-7",v,48743,4,4+-char,我每天都思前想后。,I to consider past cause and future effect ; to think over the past and future every day.
萍水相逢,萍水相逢,píng shuǐ xiāng féng,strangers coming together by chance (idiom),"newest-7, new-7",v,48991,4,4+-char,我每天都萍水相逢。,I strangers coming together by chance every day.
多劳多得,多勞多得,duō láo duō dé,work more and get more,new-7,v,49146,4,4+-char,我每天都多劳多得。,I work more and get more every day.
迷惑不解,迷惑不解,mí huò bù jiě,to feel puzzled,new-7,v,49559,4,4+-char,我每天都迷惑不解。,I to feel puzzled every day.
扑面而来,撲面而來,pū miàn ér lái,lit. sth hits one in the face; directly in one's face; sth assaults the senses; blatant (advertising); eye-catching; (a smell) assaults the nostrils,"newest-7, new-7",v,49677,4,4+-char,我每天都扑面而来。,I lit. sth hits one in the face every day.
冷酷无情,冷酷無情,lěng kù wú qíng,cold-hearted; unfeeling; callous,new-7,,49756,4,4+-char,我在学习“冷酷无情”。,I'm learning '冷酷无情'.
引经据典,引經據典,yǐn jīng jù diǎn,lit. to quote the classics; to quote chapter and verse (idiom),"newest-7, new-7",l,49890,4,4+-char,我在学习“引经据典”。,I'm learning '引经据典'.
愚公移山,愚公移山,yú gōng yí shān,"the old man moves mountains (idiom); fig. where there's a will, there's a way","newest-7, new-7",v,50260,4,4+-char,我每天都愚公移山。,"I the old man moves mountains ; fig. where there's a will, there's a way every day."
赞叹不已,贊嘆不已,zàn tàn bù yǐ,to be full of praise (idiom),new-7,v,51147,4,4+-char,我每天都赞叹不已。,I to be full of praise every day.
纵横交错,縱橫交錯,zòng héng jiāo cuò,criss-crossed (idiom),new-7,v,51225,4,4+-char,我每天都纵横交错。,I criss-crossed every day.
风餐露宿,風餐露宿,fēng cān lù sù,lit. to eat in the open air and sleep outdoors (idiom); fig. to rough it,"newest-7, new-7",v,51627,4,4+-char,我每天都风餐露宿。,I lit. to eat in the open air and sleep outdoors every day.
怡然自得,怡然自得,yí rán zì dé,happy and content (idiom),"newest-7, new-7",v,51833,4,4+-char,我每天都怡然自得。,I happy and content every day.
差一点儿,差一點兒,chà yī diǎn r,erhua variant of 差一点; almost; nearly,new-5,d,52358,4,4+-char,他差一点儿来。,He comes erhua variant of 差一点.
继往开来,繼往開來,jì wǎng kāi lái,to follow the past and herald the future (idiom); part of a historical transition; forming a bridge between earlier and later stages,old-6,v,52579,4,4+-char,我每天都继往开来。,I to follow the past and herald the future ; part of a historical transition every day.
苦尽甘来,苦盡甘來,kǔ jìn gān lái,"bitterness finishes, sweetness begins (idiom); the hard times are over, the good times just beginning","newest-7, old-6",v,52587,4,4+-char,我每天都苦尽甘来。,"I bitterness finishes, sweetness begins ; the hard times are over, the good times just beginning every day."
绘声绘色,繪聲繪色,huì shēng huì sè,vivid and colorful (idiom); true to life; lively and realistic,"newest-7, new-7",,52623,4,4+-char,我在学习“绘声绘色”。,I'm learning '绘声绘色'.
三番五次,三番五次,sān fān wǔ cì,over and over again (idiom),"newest-7, new-7",l,52808,4,4+-char,我在学习“三番五次”。,I'm learning '三番五次'.
举一反三,舉一反三,jǔ yī fǎn sān,to raise one and infer three; to deduce many things from one case (idiom),"newest-7, new-7",v,53042,4,4+-char,我每天都举一反三。,I to raise one and infer three every day.
损人利己,損人利己,sǔn rén lì jǐ,harming others for one's personal benefit (idiom); personal gain to the detriment of others,"newest-7, new-7",v,53422,4,4+-char,我每天都损人利己。,I harming others for one's personal benefit ; personal gain to the detriment of others every day.
约定俗成,約定俗成,yuē dìng sú chéng,established by popular usage (idiom); common usage agreement; customary convention,"newest-7, new-7",v,53683,4,4+-char,我每天都约定俗成。,I established by popular usage ; common usage agreement every day.
无情无义,無情無義,wú qíng wú yì,completely lacking any feeling or sense of justice (idiom); cold and ruthless,new-7,v,53755,4,4+-char,我每天都无情无义。,I completely lacking any feeling or sense of justice ; cold and ruthless every day.
东奔西走,東奔西走,dōng bēn xī zǒu,to run this way and that (idiom); to rush about busily; to bustle about; to hopscotch; also 东跑西颠,"newest-7, new-7",v,54249,4,4+-char,我每天都东奔西走。,I to run this way and that ; to rush about busily every day.
抑扬顿挫,抑揚頓挫,yì yáng dùn cuò,see 顿挫抑扬,"newest-7, new-7",l,55315,4,4+-char,我在学习“抑扬顿挫”。,I'm learning '抑扬顿挫'.
有的放矢,有的放矢,yǒu dì fàng shǐ,lit. to have a target in mind when shooting one's arrows (idiom); fig. to have a clear objective,"newest-7, new-7",v,56118,4,4+-char,我每天都有的放矢。,I lit. to have a target in mind when shooting one's arrows every day.
经久不息,經久不息,jīng jiǔ bù xī,"prolonged (applause, cheering etc)","newest-7, new-7",v,56997,4,4+-char,我每天都经久不息。,I prolonged every day.
沽名钓誉,沽名釣譽,gū míng diào yù,to angle for fame (idiom); to fish for compliments,new-7,v,57130,4,4+-char,我每天都沽名钓誉。,I to angle for fame every day.
丢三落四,丟三落四,diū sān là sì,forgetful; empty-headed,"newest-7, old-6",,57241,4,4+-char,我在学习“丢三落四”。,I'm learning '丢三落四'.
大包大揽,大包大攬,dà bāo dà lǎn,to take complete charge (idiom),new-7,v,57488,4,4+-char,我每天都大包大揽。,I to take complete charge every day.
由此看来,由此看來,yóu cǐ kàn lái,thereby; judging from this,new-7,l,57699,4,4+-char,我在学习“由此看来”。,I'm learning '由此看来'.
悲欢离合,悲歡離合,bēi huān lí hé,joys and sorrows; partings and reunions; the vicissitudes of life,"newest-7, new-7",l,57812,4,4+-char,我在学习“悲欢离合”。,I'm learning '悲欢离合'.
连滚带爬,連滾帶爬,lián gǔn dài pá,rolling and crawling; trying frantically to escape (idiom),new-7,,59075,4,4+-char,我在学习“连滚带爬”。,I'm learning '连滚带爬'.
