hanzi_simplified,hanzi_traditional,pinyin,english_meanings,hsk_levels,pos,frequency_rank,character_count,length_bucket,example_zh,example_en
打喷嚏,打噴嚏,dǎ pēn tì,to sneeze,"newest-7, old-5",v,19233,3,3-char,我每天都打喷嚏。,I to sneeze every day.
国庆节,國慶節,Guó qìng jié,PRC National Day (October 1st),old-5,t,19292,3,3-char,我们国庆节见。,See you PRC National Day.
回忆录,回憶錄,huí yì lù,memoir,"newest-7, new-7",n,19388,3,3-char,这是回忆录。,This is a memoir.
零花钱,零花錢,líng huā qián,pocket money; allowance,"newest-4, new-7",n,19487,3,3-char,这是零花钱。,This is a pocket money.
空荡荡,空蕩蕩,kōng dàng dàng,empty; deserted,"newest-7, new-7",z,19536,3,3-char,我在学习“空荡荡”。,I'm learning '空荡荡'.
工商界,工商界,gōng shāng jiè,industry; the world of business,new-7,,19576,3,3-char,我在学习“工商界”。,I'm learning '工商界'.
单方面,單方面,dān fāng miàn,unilateral,"newest-7, new-7","d, n, b",19838,3,3-char,他单方面来。,He comes unilateral.
录音机,錄音機,lù yīn jī,(tape) recording machine; tape recorder,new-6,n,19867,3,3-char,这是录音机。,This is a recording machine.
职业病,職業病,zhí yè bìng,occupational disease,new-7,n,19943,3,3-char,这是职业病。,This is an occupational disease.
售货员,售貨員,shòu huò yuán,salesperson,"new-4, old-4",n,19954,3,3-char,这是售货员。,This is a salesperson.
大面积,大面積,dà miàn jī,large area; (fig.) (of a problem) (occurring) on a massive scale,new-7,"d, b",20060,3,3-char,他大面积来。,He comes large area.
一把手,一把手,yī bǎ shǒu,working hand; member of a work team; participant; the boss (short form of 手),new-7,n,20084,3,3-char,这是一把手。,This is a working hand; member of a work team; participant.
有效期,有效期,yǒu xiào qī,period of validity; sell-by date,new-7,n,20380,3,3-char,这是有效期。,This is a period of validity.
暗地里,暗地裡,àn dì li,secretly; inwardly; on the sly,"newest-7, new-7",d,20436,3,3-char,他暗地里来。,He comes secretly; inwardly; on the sly.
一点点,一點點,yī diǎn diǎn,a little bit,new-2,"t, m",20631,3,3-char,我们一点点见。,See you a little bit.
免不了,免不了,miǎn bù liǎo,unavoidable; can't be avoided,"newest-7, new-7",v,20777,3,3-char,我每天都免不了。,I unavoidable every day.
不由得,不由得,bù yóu de,can't help; cannot but,"newest-7, new-7, old-6",d,20909,3,3-char,他不由得来。,He comes can't help.
大熊猫,大熊貓,dà xióng māo,giant panda (Ailuropoda melanoleuca),"newest-3, new-5",n,21111,3,3-char,这是大熊猫。,This is a giant panda.
第一手,第一手,dì yī shǒu,first-hand,"newest-7, new-7","b, d, n",21139,3,3-char,我在学习“第一手”。,I'm learning '第一手'.
养老院,養老院,yǎng lǎo yuàn,nursing home,"newest-6, new-7",n,21201,3,3-char,这是养老院。,This is a nursing home.
手续费,手續費,shǒu xù fèi,service charge; processing fee; commission,new-6,n,21239,3,3-char,这是手续费。,This is a service charge.
失业率,失業率,shī yè lǜ,unemployment rate,new-7,n,21507,3,3-char,这是失业率。,This is an unemployment rate.
座右铭,座右銘,zuò yòu míng,motto; maxim,"newest-7, new-7, old-6",n,21583,3,3-char,这是座右铭。,This is a motto.
人民币,人民幣,rén mín bì,Renminbi (RMB); Chinese Yuan (CNY),"newest-5, new-3, old-4",n,21641,3,3-char,这是人民币。,This is a Renminbi.
老头儿,老頭兒,lǎo tóu r,see 老头子,new-3,n,21642,3,3-char,这是老头儿。,This is a see 老头子.
差点儿,差點兒,chà diǎn r,erhua variant of 差点; almost; nearly,"newest-4, new-5",d,21664,3,3-char,他差点儿来。,He comes erhua variant of 差点.
豁出去,豁出去,huō chu qu,to throw caution to the wind; to press one's luck; to go for broke,"newest-7, new-7",v,21778,3,3-char,我每天都豁出去。,I to throw caution to the wind every day.
百分比,百分比,bǎi fēn bǐ,percentage,"newest-7, new-7",n,21781,3,3-char,这是百分比。,This is a percentage.
发起人,發起人,fā qǐ rén,proposer; initiator; founding member,new-7,n,21812,3,3-char,这是发起人。,This is a proposer.
成问题,成問題,chéng wèn tí,to be a problem; problematic; questionable,new-7,v,21838,3,3-char,我每天都成问题。,I to be a problem every day.
起跑线,起跑線,qǐ pǎo xiàn,the starting line (of a race); scratch line (in a relay race),"newest-7, new-7",n,21839,3,3-char,这是起跑线。,This is a the starting line.
发源地,發源地,fā yuán dì,place of origin; birthplace; source,"newest-7, new-7",n,21846,3,3-char,这是发源地。,This is a place of origin.
追悼会,追悼會,zhuī dào huì,memorial service; funeral service,new-7,n,21919,3,3-char,这是追悼会。,This is a memorial service.
孤零零,孤零零,gū líng líng,lone; isolated and without help; all alone; solitary,"newest-7, new-7",z,22095,3,3-char,我在学习“孤零零”。,I'm learning '孤零零'.
好家伙,好家伙,hǎo jiā huo,my God!; oh boy!; man!,new-7,e,22176,3,3-char,我在学习“好家伙”。,I'm learning '好家伙'.
多方面,多方面,duō fāng miàn,many-sided; in many aspects,new-6,n,22207,3,3-char,这是多方面。,This is a many-sided.
老实说,老實說,lǎo shí shuō,"honestly speaking; to be frank, ...",new-7,,22207,3,3-char,我在学习“老实说”。,I'm learning '老实说'.
难为情,難為情,nán wéi qíng,embarrassed,"newest-7, new-7",a,22432,3,3-char,这个很难为情。,This is very embarrassed.
巴不得,巴不得,bā bu de,(coll.) to be eager for; to long for; to look forward to,"newest-7, new-7, old-6",v,22440,3,3-char,我每天都巴不得。,I to be eager for every day.
大体上,大體上,dà tǐ shàng,overall; in general terms,new-7,d,22444,3,3-char,他大体上来。,He comes overall.
导火索,導火索,dǎo huǒ suǒ,fuse (for explosive),"newest-7, new-7",n,22497,3,3-char,这是导火索。,This is a fuse.
交响乐,交響樂,jiāo xiǎng yuè,symphony,"newest-7, new-7",n,22508,3,3-char,这是交响乐。,This is a symphony.
开发区,開發區,kāi fā qū,development zone,"newest-7, new-7",n,22592,3,3-char,这是开发区。,This is a development zone.
登机牌,登機牌,dēng jī pái,boarding pass,old-5,n,22658,3,3-char,这是登机牌。,This is a boarding pass.
开场白,開場白,kāi chǎng bái,"prologue of play; opening remarks; preamble (of speeches, articles etc)","newest-7, new-7",n,22740,3,3-char,这是开场白。,This is a prologue of play.
立交桥,立交橋,lì jiāo qiáo,overpass; flyover,"newest-7, new-7, old-6",n,22789,3,3-char,这是立交桥。,This is an overpass.
说白了,說白了,shuō bái le,to speak frankly,new-7,,22831,3,3-char,我在学习“说白了”。,I'm learning '说白了'.
胆小鬼,膽小鬼,dǎn xiǎo guǐ,coward,"newest-7, old-5",n,22942,3,3-char,这是胆小鬼。,This is a coward.
基本功,基本功,jī běn gōng,basic skills; fundamentals,"newest-7, new-7",n,23233,3,3-char,这是基本功。,This is a basic skills.
领事馆,領事館,lǐng shì guǎn,consulate,"newest-7, new-7, old-6",n,23364,3,3-char,这是领事馆。,This is a consulate.
航天员,航天員,háng tiān yuán,astronaut,"newest-7, new-7",n,23387,3,3-char,这是航天员。,This is an astronaut.
好玩儿,好玩兒,hǎo wán r,erhua variant of 好玩; amusing; fun; interesting,"newest-1, new-1",a,23411,3,3-char,这个很好玩儿。,This is very erhua variant of 好玩.
写字楼,寫字樓,xiě zì lóu,office building,new-6,n,23538,3,3-char,这是写字楼。,This is an office building.
亲和力,親和力,qīn hé lì,(personal) warmth; approachability; accessibility; (in a product) user friendliness; (chemistry) affinity,"newest-7, new-7",n,23658,3,3-char,这是亲和力。,This is a warmth.
保质期,保質期,bǎo zhì qī,shelf life; expiration date,"newest-5, new-7",n,23667,3,3-char,这是保质期。,This is a shelf life.
元宵节,元宵節,Yuán xiāo jié,"Lantern Festival, the final event of the Spring Festival 春节, on 15th of first month of the lunar calendar","new-7, old-6",,23963,3,3-char,我在学习“元宵节”。,I'm learning '元宵节'.
看热闹,看熱鬧,kàn rè nao,to enjoy watching a bustling scene; to go where the crowds are,new-7,v,23986,3,3-char,我每天都看热闹。,I to enjoy watching a bustling scene every day.
留学生,留學生,liú xué shēng,student studying abroad; (foreign) exchange student,"newest-3, new-2",n,24084,3,3-char,这是留学生。,This is a student studying abroad.
热腾腾,熱騰騰,rè téng téng,steaming hot; (fig.) bustling; hectic; (fig.) excited; stirred up; (fig.) created only a short time before; freshly minted; hot off the press; (coll.) also pr. [rè tēng tēng],"newest-7, new-7",z,24091,3,3-char,我在学习“热腾腾”。,I'm learning '热腾腾'.
日用品,日用品,rì yòng pǐn,articles for daily use,"newest-5, old-5",n,24114,3,3-char,这是日用品。,This is an articles for daily use.
第一线,第一線,dì yī xiàn,front line; forefront,new-7,n,24169,3,3-char,这是第一线。,This is a front line.
甚至于,甚至於,shèn zhì yú,so much (that); even (to the extent that),new-7,d,24305,3,3-char,他甚至于来。,He comes so much.
用得着,用得著,yòng de zháo,to be able to use; useable; to have a use for; (in a question) to be necessary to,new-6,,24751,3,3-char,我在学习“用得着”。,I'm learning '用得着'.
茅台酒,茅臺酒,máo tái jiǔ,maotai (a Chinese liquor),new-7,,24755,3,3-char,我在学习“茅台酒”。,I'm learning '茅台酒'.
少林寺,少林寺,Shào lín Sì,"Shaolin Temple, Buddhist monastery famous for its kung fu monks",new-7,n,24852,3,3-char,这是少林寺。,"This is a Shaolin Temple, Buddhist monastery famous for its kung fu monks."
未知数,未知數,wèi zhī shù,unknown quantity,"newest-7, new-7",n,24868,3,3-char,这是未知数。,This is an unknown quantity.
一系列,一系列,yī xì liè,a series of; a string of,"newest-6, new-7",b,24973,3,3-char,我在学习“一系列”。,I'm learning '一系列'.
试用期,試用期,shì yòng qī,trial period; probationary period,new-7,"n, t",25091,3,3-char,这是试用期。,This is a trial period.
不像话,不像話,bù xiàng huà,unreasonable; shocking; outrageous,"newest-7, new-7, old-6",a,25125,3,3-char,这个很不像话。,This is very unreasonable.
亚运会,亞運會,Yà yùn huì,Asian Games,new-4,n,25188,3,3-char,这是亚运会。,This is an Asian Games.
共同体,共同體,gòng tóng tǐ,community,"newest-7, new-7",n,25376,3,3-char,这是共同体。,This is a community.
小孩儿,小孩兒,xiǎo hái r,erhua variant of 小孩; child,"newest-2, new-1",,25607,3,3-char,我在学习“小孩儿”。,I'm learning '小孩儿'.
评论员,評論員,píng lùn yuán,commentator,new-7,n,25625,3,3-char,这是评论员。,This is a commentator.
多功能,多功能,duō gōng néng,multifunctional; multifunction,new-7,b,25765,3,3-char,我在学习“多功能”。,I'm learning '多功能'.
按理说,按理說,àn lǐ shuō,it is reasonable to say that...,new-7,v,25769,3,3-char,我每天都按理说。,I it is reasonable to say that... every day.
清明节,清明節,Qīng míng jié,"Qingming or Pure Brightness Festival or Tomb Sweeping Day, celebration for the dead (in early April)",new-6,,26237,3,3-char,我在学习“清明节”。,I'm learning '清明节'.
伤脑筋,傷腦筋,shāng nǎo jīn,to be a real headache; to find sth a real headache; to beat one's brains,"newest-7, new-7, old-6",v,26254,3,3-char,我每天都伤脑筋。,I to be a real headache every day.
电动车,電動車,diàndòngchē,Electric vehicle,"newest-4, new-4",n,26291,3,3-char,这是电动车。,This is an Electric vehicle.
上班族,上班族,shàng bān zú,office workers (as social group),new-6,n,26506,3,3-char,这是上班族。,This is an office workers.
两口子,兩口子,liǎng kǒu zi,husband and wife,"newest-7, new-7",n,26774,3,3-char,这是两口子。,This is a husband and wife.
合作社,合作社,hé zuò shè,cooperative; workers' or agricultural producers' cooperative etc,new-7,n,26855,3,3-char,这是合作社。,This is a cooperative.
换言之,換言之,huàn yán zhī,in other words,new-7,cc,26895,3,3-char,我在学习“换言之”。,I'm learning '换言之'.
指南针,指南針,zhǐ nán zhēn,compass,"new-7, old-6",n,26990,3,3-char,这是指南针。,This is a compass.
洗衣粉,洗衣粉,xǐ yī fěn,laundry detergent; washing powder,new-6,n,27239,3,3-char,这是洗衣粉。,This is a laundry detergent.
菜市场,菜市場,cài shì chǎng,food market,new-7,n,27462,3,3-char,这是菜市场。,This is a food market.
出风头,出風頭,chū fēng tou,to push oneself forward; to seek fame; to be in the limelight; same as 出锋头,new-7,v,27500,3,3-char,我每天都出风头。,I to push oneself forward every day.
公安局,公安局,gōng ān jú,public security bureau (government office similar in function to a police station),"new-7, old-6",n,27713,3,3-char,这是公安局。,This is a public security bureau.
火辣辣,火辣辣,huǒ là là,painful heat; scorching; painful heat; rude and forthright; provocative; hot; sexy,"newest-7, new-7",z,27799,3,3-char,我在学习“火辣辣”。,I'm learning '火辣辣'.
乳制品,乳製品,rǔ zhì pǐn,dairy products,"newest-7, new-6",n,27890,3,3-char,这是乳制品。,This is a dairy products.
一揽子,一攬子,yī lǎn zi,all-inclusive; undiscriminating,"newest-7, new-7","l, q",27919,3,3-char,我在学习“一揽子”。,I'm learning '一揽子'.
易拉罐,易拉罐,yì lā guàn,pull-top can; easy-open can (with ring-pull),"newest-7, new-7",n,28228,3,3-char,这是易拉罐。,This is a pull-top can.
生命线,生命線,shēng mìng xiàn,lifeline,"newest-7, new-7",n,28405,3,3-char,这是生命线。,This is a lifeline.
高科技,高科技,gāo kē jì,high tech; high technology,"newest-5, new-6",n,28429,3,3-char,这是高科技。,This is a high tech; high technology.
圆珠笔,圓珠筆,yuán zhū bǐ,ballpoint pen,new-6,n,28444,3,3-char,这是圆珠笔。,This is a ballpoint pen.
居民楼,居民樓,jū mín lóu,apartment building; residential tower,new-7,n,28791,3,3-char,这是居民楼。,This is an apartment building.
浏览器,瀏覽器,liú lǎn qì,browser (software),"newest-6, new-7",n,28853,3,3-char,这是浏览器。,This is a browser.
急转弯,急轉彎,jí zhuǎn wān,to make a sudden turn,new-7,v,28882,3,3-char,我每天都急转弯。,I to make a sudden turn every day.
谈不上,談不上,tán bu shàng,to be out of the question,new-7,v,29056,3,3-char,我每天都谈不上。,I to be out of the question every day.
抚养费,撫養費,fǔ yǎng fèi,child support payment (after a divorce),new-7,n,29072,3,3-char,这是抚养费。,This is a child support payment.
温度计,溫度計,wēn dù jì,thermometer; thermograph,"newest-7, new-7",n,29216,3,3-char,这是温度计。,This is a thermometer.
中小学,中小學,zhōng xiǎo xué,middle and elementary school,new-2,n,29379,3,3-char,这是中小学。,This is a middle and elementary school.
教学楼,教學樓,jiào xué lóu,teaching block; school building,new-1,n,29517,3,3-char,这是教学楼。,This is a teaching block.
出主意,出主意,chū zhǔ yi,to come up with ideas; to make suggestions; to offer advice,new-7,,29537,3,3-char,我在学习“出主意”。,I'm learning '出主意'.
模特儿,模特兒,mó tè r,(fashion) model (loanword),"newest-6, new-4",,29610,3,3-char,我在学习“模特儿”。,I'm learning '模特儿'.
管理费,管理費,guǎn lǐ fèi,management fee,new-7,n,29984,3,3-char,这是管理费。,This is a management fee.
好容易,好容易,hǎo róng yì,"(idiomatic usage) with great difficulty; to have a hard time (convincing sb, relinquishing sth etc); (literal usage) so easy","newest-6, new-6",d,30322,3,3-char,他好容易来。,He comes with great difficulty.
中国画,中國畫,Zhōng guó huà,Chinese painting,new-7,,30455,3,3-char,我在学习“中国画”。,I'm learning '中国画'.
压岁钱,壓歲錢,yā suì qián,money given to children as a gift on Chinese New Year's Eve,"newest-5, old-6",n,30823,3,3-char,这是压岁钱。,This is a money given to children as a gift on Chinese New Year's Eve.
老字号,老字號,lǎo zì hào,"shop, firm, or brand of merchandise with a long-established reputation","newest-7, new-7",n,30827,3,3-char,这是老字号。,"This is a shop, firm, or brand of merchandise with a long-established reputation."
解说员,解說員,jiě shuō yuán,commentator,old-5,n,30960,3,3-char,这是解说员。,This is a commentator.
出毛病,出毛病,chū máo bìng,a problem appears; to break down,new-7,v,31186,3,3-char,我每天都出毛病。,I a problem appears every day.
顾不得,顧不得,gù bu de,unable to change sth; unable to deal with,new-7,v,31355,3,3-char,我每天都顾不得。,I unable to change sth every day.
礼拜天,禮拜天,Lǐ bài tiān,Sunday,old-5,t,31517,3,3-char,我们礼拜天见。,See you Sunday.
主题歌,主題歌,zhǔ tí gē,theme song,new-7,n,31573,3,3-char,这是主题歌。,This is a theme song.
太极拳,太極拳,tài jí quán,"shadowboxing or Taiji, T'aichi or T'aichichuan; traditional form of physical exercise or relaxation; a martial art","new-7, old-5",n,31592,3,3-char,这是太极拳。,"This is a shadowboxing or Taiji, T'aichi or T'aichichuan."
上进心,上進心,shàng jìn xīn,motivation; ambition,old-6,n,32278,3,3-char,这是上进心。,This is a motivation.
划时代,劃時代,huà shí dài,epoch-marking,"newest-7, new-7",b,32601,3,3-char,我在学习“划时代”。,I'm learning '划时代'.
不利于,不利於,bù lìyú,is harmful to,new-7,v,32766,3,3-char,我每天都不利于。,I is harmful to every day.
出难题,出難題,chū nán tí,to raise a tough question,new-7,v,32878,3,3-char,我每天都出难题。,I to raise a tough question every day.
走后门,走後門,zǒu hòu mén,lit. to enter by the back door; fig. to gain influence by pull or unofficial channels; back door or under the counter connections,new-7,v,33149,3,3-char,我每天都走后门。,I lit. to enter by the back door every day.
防盗门,防盜門,fáng dào mén,security door,new-7,n,33898,3,3-char,这是防盗门。,This is a security door.
闭幕式,閉幕式,bì mù shì,closing ceremony,"newest-5, new-5",n,34114,3,3-char,这是闭幕式。,This is a closing ceremony.
洗涤剂,洗滌劑,xǐ dí jì,cleaning agent; detergent,new-7,n,34376,3,3-char,这是洗涤剂。,This is a cleaning agent.
不敢当,不敢當,bù gǎn dāng,lit. I dare not (accept the honor); fig. I don't deserve your praise; you flatter me,"newest-7, new-5, old-6",v,35004,3,3-char,我每天都不敢当。,I lit. I dare not ; fig. I don't deserve your praise every day.
东道主,東道主,dōng dào zhǔ,host; official host (e.g. venue for games or a conference),"newest-7, new-7, old-6",n,35077,3,3-char,这是东道主。,This is a host.
螺丝钉,螺絲釘,luó sī dīng,screw,old-6,n,35456,3,3-char,这是螺丝钉。,This is a screw.
走过场,走過場,zǒu guò chǎng,to go through the motions,"newest-7, new-7",v,35620,3,3-char,我每天都走过场。,I to go through the motions every day.
阅览室,閱覽室,yuè lǎn shì,reading room,new-5,n,35678,3,3-char,这是阅览室。,This is a reading room.
立方米,立方米,lì fāng mǐ,cubic meter (unit of volume),"newest-7, new-7",q,35946,3,3-char,我在学习“立方米”。,I'm learning '立方米'.
公开信,公開信,gōng kāi xìn,open letter,new-7,n,35990,3,3-char,这是公开信。,This is an open letter.
说不上,說不上,shuō bu shàng,to be unable to say or tell; to not be worth mentioning,"newest-7, new-7",v,36064,3,3-char,我每天都说不上。,I to be unable to say or tell every day.
带头人,帶頭人,dài tóu rén,leader,new-7,n,36083,3,3-char,这是带头人。,This is a leader.
跑龙套,跑龍套,pǎo lóng tào,to play a small role,"newest-7, new-7",v,36523,3,3-char,我每天都跑龙套。,I to play a small role every day.
喜洋洋,喜洋洋,xǐ yáng yáng,radiant with joy,"newest-7, new-7",,36979,3,3-char,我在学习“喜洋洋”。,I'm learning '喜洋洋'.
羽绒服,羽絨服,yǔ róng fú,down-filled garment,"newest-6, new-5, old-6",n,37036,3,3-char,这是羽绒服。,This is a down-filled garment.
豆制品,豆製品,dòu zhì pǐn,legume-based product; soybean product,new-5,n,37535,3,3-char,这是豆制品。,This is a legume-based product.
沉甸甸,沉甸甸,chén diàn diàn,heavy,"newest-7, new-7",z,37849,3,3-char,我在学习“沉甸甸”。,I'm learning '沉甸甸'.
半边天,半邊天,bàn biān tiān,half the sky; women of the new society; womenfolk,"newest-7, new-7",n,37858,3,3-char,这是半边天。,This is a half the sky.
农民工,農民工,nóng mín gōng,migrant worker (who moved from a rural area of China to a city to find work),"newest-7, new-7",n,38309,3,3-char,这是农民工。,This is a migrant worker.
泼冷水,潑冷水,pō lěng shuǐ,to pour cold water on; (fig.) to dampen sb's enthusiasm,"newest-7, new-7",v,38596,3,3-char,我每天都泼冷水。,I to pour cold water on every day.
定心丸,定心丸,dìng xīn wán,tranquilizer; sth that sets one's mind at ease,"newest-7, new-7",n,38626,3,3-char,这是定心丸。,This is a tranquilizer.
不亚于,不亞於,bù yà yú,no less than; not inferior to,"newest-7, new-7",v,38742,3,3-char,我每天都不亚于。,I no less than every day.
写字台,寫字檯,xiě zì tái,writing desk,new-6,n,39106,3,3-char,这是写字台。,This is a writing desk.
错别字,錯別字,cuò bié zì,incorrectly written or mispronounced characters,"newest-7, new-7",n,39226,3,3-char,这是错别字。,This is an incorrectly written or mispronounced characters.
繁体字,繁體字,fán tǐ zì,traditional Chinese character,"newest-7, new-7, old-6",,39543,3,3-char,我在学习“繁体字”。,I'm learning '繁体字'.
譬如说,譬如說,pì rú shuō,for example,new-7,v,40154,3,3-char,我每天都譬如说。,I for example every day.
没法儿,沒法兒,méifǎr5,Can't,"newest-5, new-4",l,41071,3,3-char,我在学习“没法儿”。,I'm learning '没法儿'.
无形中,無形中,wú xíng zhōng,imperceptibly; virtually,new-7,d,41160,3,3-char,他无形中来。,He comes imperceptibly.
钻空子,鑽空子,zuān kòng zi,to take advantage of a loophole; to exploit an advantage; to seize the opportunity (esp. to do sth bad),"newest-7, new-7",v,41378,3,3-char,我每天都钻空子。,I to take advantage of a loophole; to exploit an advantage; to seize the opportunity every day.
纯净水,純淨水,chún jìng shuǐ,purified water,new-4,n,41403,3,3-char,这是纯净水。,This is a purified water.
说闲话,說閒話,shuō xián huà,to chat; to gossip,new-7,v,41546,3,3-char,我每天都说闲话。,I to chat every day.
干活儿,幹活兒,gàn huó r,erhua variant of 干活; (coll.) to work; (coll.) to be employed,"newest-4, new-2, old-5",v,41800,3,3-char,我每天都干活儿。,I erhua variant of 干活 every day.
私房钱,私房錢,sī fáng qián,secret purse; secret stash of money,new-7,n,42411,3,3-char,这是私房钱。,This is a secret purse.
看得起,看得起,kàn de qǐ,to show respect for; to think highly of,"newest-6, new-6",v,42625,3,3-char,我每天都看得起。,I to show respect for every day.
捉迷藏,捉迷藏,zhuō mí cáng,to play hide-and-seek,"newest-7, new-7",,43140,3,3-char,我在学习“捉迷藏”。,I'm learning '捉迷藏'.
一锅粥,一鍋粥,yī guō zhōu,(lit.) a pot of porridge; (fig.) a complete mess,new-7,l,43564,3,3-char,我在学习“一锅粥”。,I'm learning '一锅粥'.
马后炮,馬後炮,mǎ hòu pào,lit. firing after the horse; fig. belated action; giving advice in hindsight,"newest-7, new-7",v,44420,3,3-char,我每天都马后炮。,I lit. firing after the horse every day.
爱面子,愛面子,ài miàn zi,to like to look good in the eyes of others; sensitive about how one is regarded by others; proud,new-7,a,44438,3,3-char,这个很爱面子。,This is very to like to look good in the eyes of others; sensitive about how one is regarded by others; proud.
中秋节,中秋節,Zhōng qiū jié,the Mid-Autumn Festival on 15th of 8th lunar month,new-5,t,44601,3,3-char,我们中秋节见。,See you the Mid-Autumn Festival on 15th of 8th lunar month.
平常心,平常心,píng cháng xīn,levelheadedness; calmness; equanimity,new-7,n,45789,3,3-char,这是平常心。,This is a levelheadedness.
走弯路,走彎路,zǒu wān lù,to take an indirect route; to waste one's time by using an inappropriate method,"newest-7, new-7",v,46527,3,3-char,我每天都走弯路。,I to take an indirect route every day.
电子版,電子版,diàn zǐ bǎn,electronic edition; digital version,"newest-5, new-5",n,48366,3,3-char,这是电子版。,This is an electronic edition.
海内外,海內外,hǎi nèi wài,domestic and international; at home and abroad,"newest-6, new-7",s,48536,3,3-char,这是海内外。,This is a domestic and international.
四合院,四合院,sì hé yuàn,courtyard house with a fully enclosed courtyard (type of Chinese residence),new-7,n,48844,3,3-char,这是四合院。,This is a courtyard house with a fully enclosed courtyard.
开夜车,開夜車,kāi yè chē,to burn the midnight oil; to work late into the night,new-6,v,49510,3,3-char,我每天都开夜车。,I to burn the midnight oil every day.
出洋相,出洋相,chū yáng xiàng,to make a fool of oneself,"new-7, old-6",v,50871,3,3-char,我每天都出洋相。,I to make a fool of oneself every day.
非金属,非金屬,fēi jīn shǔ,nonmetal (chemistry),new-7,n,53625,3,3-char,这是非金属。,This is a nonmetal.
没说的,沒說的,méi shuō de,nothing to pick on; really good; nothing to discuss; settled matter; no problem,new-7,v,54259,3,3-char,我每天都没说的。,I nothing to pick on every day.
美滋滋,美滋滋,měi zī zī,very happy; elated,"newest-7, new-7",z,54509,3,3-char,我在学习“美滋滋”。,I'm learning '美滋滋'.
没准儿,沒準兒,méi zhǔn r,erhua variant of 没准; not sure; maybe,"newest-7, new-7",,55268,3,3-char,我在学习“没准儿”。,I'm learning '没准儿'.
心眼儿,心眼兒,xīn yǎn r,one's thoughts; mind; intention; willingness to accept new ideas; baseless suspicions,"newest-7, new-7, old-6",,55439,3,3-char,我在学习“心眼儿”。,I'm learning '心眼儿'.
端午节,端午節,Duān wǔ jié,Dragon Boat Festival (5th day of the 5th lunar month),"new-6, old-6",t,56867,3,3-char,我们端午节见。,See you Dragon Boat Festival.
印刷术,印刷術,yìn shuā shù,printing; printing technology,new-7,n,56927,3,3-char,这是印刷术。,This is a printing.
水灵灵,水靈靈,shuǐ líng líng,see 水灵,new-7,z,57146,3,3-char,我在学习“水灵灵”。,I'm learning '水灵灵'.
简体字,簡體字,jiǎn tǐ zì,"simplified Chinese character, as opposed to traditional Chinese character 繁体字","newest-7, new-7, old-6",,57431,3,3-char,我在学习“简体字”。,I'm learning '简体字'.
老伴儿,老伴兒,lǎo bàn r,erhua variant of 老伴; (coll.) (of an old couple) husband or wife,"newest-7, new-7",n,60338,3,3-char,这是老伴儿。,This is an erhua variant of 老伴.
红扑扑,紅撲撲,hóng pū pū,red; rosy; flushed,"newest-7, new-7",z,61564,3,3-char,我在学习“红扑扑”。,I'm learning '红扑扑'.
糖葫芦,糖葫蘆,táng hú lu,sugar-coated Chinese hawthorn or other fruit on a bamboo skewer; tanghulu,old-6,n,62842,3,3-char,这是糖葫芦。,This is a sugar-coated Chinese hawthorn or other fruit on a bamboo skewer.
冰棍儿,冰棍兒,bīng gùn r,ice lolly; popsicle,"newest-7, new-7",n,62971,3,3-char,这是冰棍儿。,This is an ice lolly.
碰钉子,碰釘子,pèng dīng zi,to meet with a rebuff,"newest-7, new-7",v,65600,3,3-char,我每天都碰钉子。,I to meet with a rebuff every day.
暖烘烘,暖烘烘,nuǎn hōng hōng,nice and warm; cozy; heartwarming,"newest-7, new-7",z,68189,3,3-char,我在学习“暖烘烘”。,I'm learning '暖烘烘'.
重阳节,重陽節,Chóng yáng jié,Double Ninth or Yang Festival; 9th day of 9th lunar month,old-6,t,71111,3,3-char,我们重阳节见。,See you Double Ninth or Yang Festival.
穿小鞋,穿小鞋,chuān xiǎo xié,lit. to make sb wear tight shoes (idiom); to make life difficult for sb,new-7,v,71586,3,3-char,我每天都穿小鞋。,I lit. to make sb wear tight shoes every day.
纳闷儿,納悶兒,nà mèn r,erhua variant of 纳闷; puzzled; bewildered,"newest-7, new-7, old-6",,77711,3,3-char,我在学习“纳闷儿”。,I'm learning '纳闷儿'.
侃大山,侃大山,kǎn dà shān,to chatter idly; to gossip; to boast or brag,new-7,,82206,3,3-char,我在学习“侃大山”。,I'm learning '侃大山'.
爆冷门,爆冷門,bào lěng mén,an upset (esp. in sports); unexpected turn of events; to pull off a coup; a breakthrough,new-7,v,84475,3,3-char,我每天都爆冷门。,I an upset every day.
个头儿,個頭兒,gè tóu r,size; height; stature,"newest-7, new-7",,87095,3,3-char,我在学习“个头儿”。,I'm learning '个头儿'.
电饭锅,電飯鍋,diàn fàn guō,electric rice cooker,"newest-6, new-5",n,88712,3,3-char,这是电饭锅。,This is an electric rice cooker.
造纸术,造紙術,zào zhǐ shù,papermaking process,new-7,,93172,3,3-char,我在学习“造纸术”。,I'm learning '造纸术'.
聊天儿,聊天兒,liáo tiān r,erhua variant of 聊天; to chat; to gossip,"newest-3, new-6",,102289,3,3-char,我在学习“聊天儿”。,I'm learning '聊天儿'.
敲边鼓,敲邊鼓,qiāo biān gǔ,to back sb up; to support sb in an argument; (lit. to beat nearby drum),new-7,v,102372,3,3-char,我每天都敲边鼓。,I to back sb up every day.
