hanzi_simplified,hanzi_traditional,pinyin,english_meanings,hsk_levels,pos,frequency_rank,character_count,length_bucket,example_zh,example_en
频繁,頻繁,pín fán,frequently; often,"newest-6, new-5, old-6","a, ad",6642,2,2-char,这个很频繁。,This is very frequently.
总监,總監,zǒng jiān,head; director (of an organizational unit); (police) commissioner; inspector-general; rank of local governor in Tang dynasty administration,new-6,n,6644,2,2-char,这是总监。,This is a head.
供给,供給,gōng jǐ,to furnish; to provide; supply (as in supply and demand),"newest-6, new-6, old-6","vn, v",6645,2,2-char,我每天都供给。,I to furnish every day.
分数,分數,fēn shù,(exam) grade; mark; score; fraction,"newest-4, new-2",n,6646,2,2-char,这是分数。,This is a grade.
激活,激活,jī huó,to activate,"newest-7, new-7",v,6647,2,2-char,我每天都激活。,I to activate every day.
上诉,上訴,shàng sù,to appeal (a judicial case); appeal,"newest-7, new-7","v, vn",6654,2,2-char,我每天都上诉。,I to appeal every day.
未经,未經,wèi jīng,not having undergone; without (having gone though a certain process),new-7,d,6654,2,2-char,他未经来。,He comes not having undergone.
近期,近期,jìn qī,near in time; in the near future; very soon; recent,"newest-5, new-3",t,6658,2,2-char,我们近期见。,See you near in time.
任命,任命,rèn mìng,to appoint; (job) appointment,"newest-7, new-7, old-6","v, vn",6667,2,2-char,我每天都任命。,I to appoint every day.
环球,環球,huán qiú,around the world; worldwide,"newest-7, new-7","n, nz",6667,2,2-char,这是环球。,This is an around the world.
突发,突發,tū fā,to occur suddenly,"newest-6, new-7","vn, v",6668,2,2-char,我每天都突发。,I to occur suddenly every day.
撤离,撤離,chè lí,to withdraw from; to evacuate,"newest-7, new-6",v,6671,2,2-char,我每天都撤离。,I to withdraw from every day.
听取,聽取,tīng qǔ,to hear (news); to listen to,"newest-6, new-6",v,6676,2,2-char,我每天都听取。,I to hear ; to listen to every day.
地理,地理,dì lǐ,geography,"newest-5, new-7, old-5",n,6677,2,2-char,这是地理。,This is a geography.
无情,無情,wú qíng,pitiless; ruthless; merciless; heartless,"newest-7, new-7","a, ad",6678,2,2-char,这个很无情。,This is very pitiless.
为人,為人,wéi rén,to conduct oneself; behavior; conduct; personal character,"newest-7, new-7","n, v",6680,2,2-char,这是为人。,This is a to conduct oneself.
翅膀,翅膀,chì bǎng,wing,"newest-5, new-7, old-5",n,6681,2,2-char,这是翅膀。,This is a wing.
数目,數目,shù mù,amount; number,"newest-6, new-5, old-6",n,6683,2,2-char,这是数目。,This is an amount.
开场,開場,kāi chǎng,to begin; to open; to start; beginning of an event,"newest-7, new-7","v, vn",6684,2,2-char,我每天都开场。,I to begin every day.
当选,當選,dāng xuǎn,to be elected; to be selected,"newest-6, new-5, old-6","v, vn",6688,2,2-char,我每天都当选。,I to be elected every day.
容忍,容忍,róng rěn,to put up with; to tolerate,"newest-7, new-7, old-6","v, vn",6689,2,2-char,我每天都容忍。,I to put up with every day.
权益,權益,quán yì,rights; interests; rights and benefits,"newest-7, new-7, old-6",n,6690,2,2-char,这是权益。,This is a rights.
阳台,陽台,yáng tái,variant of 阳台,"newest-5, new-4, old-5",n,6690,2,2-char,这是阳台。,This is a variant of 阳台.
散发,散發,sàn fā,to distribute; to emit; to issue,"newest-6, new-7, old-6",v,6694,2,2-char,我每天都散发。,I to distribute every day.
防护,防護,fáng hù,to defend; to protect,"newest-7, new-7","vn, v",6699,2,2-char,我每天都防护。,I to defend every day.
艺人,藝人,yì rén,performing artist; actor,"newest-6, new-6",n,6701,2,2-char,这是艺人。,This is a performing artist.
坚信,堅信,jiān xìn,to believe firmly; without any doubt,"newest-7, new-7","v, vn",6704,2,2-char,我每天都坚信。,I to believe firmly every day.
出名,出名,chū míng,"well-known for sth; to become well known; to make one's mark; to lend one's name (to an event, endeavor etc)","newest-6, new-6","a, v",6706,2,2-char,这个很出名。,This is very well-known for sth.
折腾,折騰,zhē teng,"to toss from side to side (e.g. sleeplessly); to repeat sth over and over again; to torment sb; to play crazy; to squander (time, money)","newest-7, new-7, old-6","v, vn",6707,2,2-char,我每天都折腾。,I to toss from side to side every day.
寻常,尋常,xún cháng,usual; common; ordinary,"newest-7, new-7",a,6708,2,2-char,这个很寻常。,This is very usual.
侮辱,侮辱,wǔ rǔ,to insult; to humiliate; dishonor,"newest-7, new-7, old-6","v, vn",6712,2,2-char,我每天都侮辱。,I to insult every day.
项链,項鏈,xiàng liàn,necklace,"newest-6, new-7, old-5",n,6716,2,2-char,这是项链。,This is a necklace.
一早,一早,yī zǎo,early in the morning; at dawn,"newest-7, new-7",t,6719,2,2-char,我们一早见。,See you early in the morning.
杰出,傑出,jié chū,outstanding; distinguished; remarkable; prominent; illustrious,"newest-6, new-6, old-6",a,6721,2,2-char,这个很杰出。,This is very outstanding.
鼓舞,鼓舞,gǔ wǔ,heartening (news); to boost (morale),"newest-6, new-7, old-5","v, vn",6725,2,2-char,我每天都鼓舞。,I heartening every day.
佩服,佩服,pèi fú,to admire,"newest-6, new-7, old-5",v,6729,2,2-char,我每天都佩服。,I to admire every day.
寒冷,寒冷,hán lěng,cold (climate); frigid; very cold,"newest-4, new-4","a, an",6730,2,2-char,这个很寒冷。,This is very cold.
树立,樹立,shù lì,to set up; to establish,"newest-6, new-7, old-6",v,6735,2,2-char,我每天都树立。,I to set up every day.
礼拜,禮拜,lǐ bài,to attend a religious service; (coll.) week; (coll.) Sunday,new-5,n,6737,2,2-char,这是礼拜。,This is a to attend a religious service.
鲜花,鮮花,xiān huā,flower; fresh flowers,"newest-4, new-4",n,6737,2,2-char,这是鲜花。,This is a flower.
意图,意圖,yì tú,intent; intention; to intend,"newest-7, new-7, old-6","n, v",6740,2,2-char,这是意图。,This is an intent.
火焰,火焰,huǒ yàn,blaze; flame,"newest-7, new-7, old-6",n,6741,2,2-char,这是火焰。,This is a blaze.
瓶子,瓶子,píng zi,bottle,"newest-3, new-2, old-4",n,6741,2,2-char,这是瓶子。,This is a bottle.
妨碍,妨礙,fáng ài,to hinder; to obstruct,"newest-6, new-7, old-5","v, vn",6742,2,2-char,我每天都妨碍。,I to hinder every day.
消耗,消耗,xiāo hào,to use up; to consume,"newest-6, new-6, old-6","v, vn",6744,2,2-char,我每天都消耗。,I to use up every day.
以免,以免,yǐ miǎn,in order to avoid; so as not to,"newest-6, new-7, old-6","c, v",6746,2,2-char,我在学习“以免”。,I'm learning '以免'.
名片,名片,míng piàn,(business) card,"newest-5, new-4, old-5",n,6747,2,2-char,这是名片。,This is a card.
平凡,平凡,píng fán,commonplace; ordinary; mediocre,"newest-6, new-6, old-6",a,6747,2,2-char,这个很平凡。,This is very commonplace.
早饭,早飯,zǎo fàn,breakfast,"newest-1, new-1",n,6748,2,2-char,这是早饭。,This is a breakfast.
花生,花生,huā shēng,peanut; groundnut,"newest-6, new-6, old-5",n,6750,2,2-char,这是花生。,This is a peanut.
恶意,惡意,è yì,malice; evil intention,"newest-7, new-7","d, n",6755,2,2-char,他恶意来。,He comes malice.
听话,聽話,tīng huà,to do what one is told; obedient,"newest-6, new-7",a,6757,2,2-char,这个很听话。,This is very to do what one is told.
上司,上司,shàng si,boss; superior,"newest-7, new-7",n,6766,2,2-char,这是上司。,This is a boss.
荣幸,榮幸,róng xìng,honored (to have the privilege of ...),"newest-7, new-7, old-5","a, an",6767,2,2-char,这个很荣幸。,This is very honored.
高贵,高貴,gāo guì,grandeur; noble,"newest-7, new-7","a, nr, an",6767,2,2-char,这个很高贵。,This is very grandeur.
冬季,冬季,dōng jì,winter,new-4,t,6769,2,2-char,我们冬季见。,See you winter.
蜂蜜,蜂蜜,fēng mì,honey,"newest-7, new-7",n,6769,2,2-char,这是蜂蜜。,This is a honey.
言语,言語,yán yǔ,words; speech; (spoken) language,"newest-6, new-5","n, v, vn",6771,2,2-char,这是言语。,This is a words.
缓慢,緩慢,huǎn màn,slow,"newest-5, new-7","a, ad",6772,2,2-char,这个很缓慢。,This is very slow.
再也,再也,zài yě,(not) any more,new-5,d,6773,2,2-char,他再也来。,He comes any more.
处境,處境,chǔ jìng,situation (of a person),"newest-7, new-7, old-6",n,6773,2,2-char,这是处境。,This is a situation.
创伤,創傷,chuāng shāng,wound; injury; trauma,"newest-7, new-7",n,6774,2,2-char,这是创伤。,This is a wound.
行走,行走,xíng zǒu,to walk,"newest-5, new-7","v, vn",6775,2,2-char,我每天都行走。,I to walk every day.
前景,前景,qián jǐng,foreground; vista; (future) prospects; perspective,"newest-6, new-5, old-6",n,6776,2,2-char,这是前景。,This is a foreground.
说谎,說謊,shuō huǎng,to lie; to tell an untruth,"newest-7, new-7",v,6776,2,2-char,我每天都说谎。,I to lie every day.
回想,回想,huí xiǎng,to recall; to recollect; to think back,"newest-7, new-7","v, vn",6783,2,2-char,我每天都回想。,I to recall every day.
传真,傳真,chuán zhēn,fax; facsimile,"newest-6, new-5, old-4","n, v",6784,2,2-char,这是传真。,This is a fax.
片刻,片刻,piàn kè,short period of time; a moment,"newest-6, old-6","m, t",6789,2,2-char,我有三片刻。,I have three short period of time.
警官,警官,jǐng guān,constable; police officer,new-7,n,6793,2,2-char,这是警官。,This is a constable; police officer.
幕后,幕後,mù hòu,behind the scenes,"newest-7, new-7",s,6794,2,2-char,这是幕后。,This is a behind the scenes.
沮丧,沮喪,jǔ sàng,dispirited; dejected; dismayed,"newest-7, new-7, old-6","a, an",6795,2,2-char,这个很沮丧。,This is very dispirited.
隐私,隱私,yǐn sī,secrets; private business; privacy,"newest-6, new-6, old-6",n,6796,2,2-char,这是隐私。,This is a secrets.
举手,舉手,jǔ shǒu,to raise a hand; to put up one's hand (as signal),new-2,"v, vn",6801,2,2-char,我每天都举手。,I to raise a hand every day.
倒下,倒下,dǎo xià,to collapse; to topple over,new-7,v,6803,2,2-char,我每天都倒下。,I to collapse every day.
庞大,龐大,páng dà,huge; enormous; tremendous,"newest-6, new-7, old-6",a,6804,2,2-char,这个很庞大。,This is very huge.
极为,極為,jí wéi,extremely; exceedingly,"newest-6, new-7",d,6810,2,2-char,他极为来。,He comes extremely.
糖果,糖果,táng guǒ,candy,"newest-6, new-7",n,6816,2,2-char,这是糖果。,This is a candy.
发掘,發掘,fā jué,to excavate; to explore; (fig.) to unearth; to tap into,"newest-7, new-7","v, vn",6817,2,2-char,我每天都发掘。,I to excavate every day.
储备,儲備,chǔ bèi,reserves; to store up,"newest-7, new-7, old-6","vn, n, v",6821,2,2-char,我每天都储备。,I reserves every day.
智力,智力,zhì lì,intelligence; intellect,"newest-6, new-4, old-6",n,6821,2,2-char,这是智力。,This is an intelligence.
通报,通報,tōng bào,to inform; to notify; to announce; circular; bulletin; (scientific) journal,"newest-7, new-6","v, n",6821,2,2-char,我每天都通报。,I to inform every day.
液体,液體,yè tǐ,liquid,"newest-6, new-7, old-5",n,6827,2,2-char,这是液体。,This is a liquid.
资本,資本,zī běn,capital (economics),"newest-6, new-5, old-6",n,6830,2,2-char,这是资本。,This is a capital.
害羞,害羞,hài xiū,shy; embarrassed; bashful,"newest-4, new-7, old-4",a,6831,2,2-char,这个很害羞。,This is very shy.
占用,佔用,zhàn yòng,to occupy,"newest-7, new-7",v,6832,2,2-char,我每天都占用。,I to occupy every day.
出路,出路,chū lù,a way out (lit. and fig.); opportunity for advancement; a way forward; outlet (for one's products),"newest-7, new-6, old-6",n,6833,2,2-char,这是出路。,This is an a way out.
肝脏,肝臟,gān zàng,liver,new-7,n,6835,2,2-char,这是肝脏。,This is a liver.
盲目,盲目,máng mù,blind; blindly; ignorant; lacking understanding,"newest-7, new-7, old-6","a, ad",6842,2,2-char,这个很盲目。,This is very blind.
迟早,遲早,chí zǎo,sooner or later,"newest-7, new-7","d, a",6843,2,2-char,他迟早来。,He comes sooner or later.
出自,出自,chū zì,to come from,"newest-5, new-7",v,6845,2,2-char,我每天都出自。,I to come from every day.
伴侣,伴侶,bàn lǚ,companion; mate; partner,"newest-7, new-7, old-6",n,6851,2,2-char,这是伴侣。,This is a companion.
误解,誤解,wù jiě,to misunderstand; misunderstanding,"newest-6, new-5, old-6","v, n, vn",6851,2,2-char,我每天都误解。,I to misunderstand every day.
自主,自主,zì zhǔ,independent; to act for oneself; autonomous,"newest-7, new-3, old-6","v, vn",6858,2,2-char,我每天都自主。,I independent every day.
降落,降落,jiàng luò,to descend; to land,"newest-4, new-4, old-5","v, vn",6858,2,2-char,我每天都降落。,I to descend every day.
公车,公車,gōng chē,"bus; abbr. for 公共汽车; car belonging to an organization and used by its members (government car, police car, company car etc); abbr. for 公务用车",new-7,n,6859,2,2-char,这是公车。,This is a bus.
宴会,宴會,yàn huì,banquet; feast; dinner party,"newest-6, new-6, old-5",n,6859,2,2-char,这是宴会。,This is a banquet.
书面,書面,shū miàn,in writing; written,"newest-6, new-7, old-6","b, d, n",6862,2,2-char,我在学习“书面”。,I'm learning '书面'.
交代,交代,jiāo dài,to transfer (duties to sb else); to give instructions; to tell (sb to do sth); to explain; to give an account; to brief; to confess; to account for oneself; (jocular) to come to a bad end,"newest-7, new-5, old-6","v, vn",6862,2,2-char,我每天都交代。,I to transfer every day.
复习,復習,fù xí,to review; revision,"newest-3, new-2, old-3","v, vn",6867,2,2-char,我每天都复习。,I to review every day.
步伐,步伐,bù fá,pace; (measured) step; march,"newest-7, new-7, old-6",n,6867,2,2-char,这是步伐。,This is a pace.
宽容,寬容,kuān róng,lenient; tolerant; indulgent; charitable; to forgive,"newest-7, new-7","v, vn, a",6868,2,2-char,我每天都宽容。,I lenient every day.
美人,美人,měi rén,beauty; belle,new-7,n,6871,2,2-char,这是美人。,This is a beauty.
香烟,香煙,xiāng yān,cigarette; smoke from burning incense,new-7,n,6871,2,2-char,这是香烟。,This is a cigarette.
强行,強行,qiáng xíng,to do sth by force; Taiwan pr. [qiǎng xíng],"newest-7, new-7",d,6872,2,2-char,他强行来。,He comes to do sth by force.
剧院,劇院,jù yuàn,theater,"newest-4, new-7",n,6873,2,2-char,这是剧院。,This is a theater.
手脚,手腳,shǒu jiǎo,hand and foot; movement of limbs; action; trick; step in a procedure,"newest-7, new-7",n,6879,2,2-char,这是手脚。,This is a hand and foot.
有机,有機,yǒu jī,organic,"newest-6, new-7","b, d",6879,2,2-char,我在学习“有机”。,I'm learning '有机'.
次数,次數,cì shù,number of times; frequency; order number (in a series); power (math.); degree of a polynomial (math.),"newest-6, new-6",n,6882,2,2-char,这是次数。,This is a number of times.
由此,由此,yóu cǐ,hereby; from this,"newest-5, new-5",d,6883,2,2-char,他由此来。,He comes hereby.
姿态,姿態,zī tài,attitude; posture; stance,"newest-7, new-7, old-6",n,6886,2,2-char,这是姿态。,This is an attitude.
响起,響起,xiǎng qǐ,(of a sound) to come forth; (of a sound source) to ring out; to sound; to go off,new-7,v,6888,2,2-char,我每天都响起。,I to come forth every day.
尾巴,尾巴,wěi ba,tail; colloquial pr. [yǐ ba],"newest-5, new-4, old-5",n,6892,2,2-char,这是尾巴。,This is a tail.
素质,素質,sù zhì,inner quality; basic essence,"newest-6, new-6, old-6",n,6892,2,2-char,这是素质。,This is an inner quality.
朝着,朝著,cháo zhe,towards,new-7,p,6893,2,2-char,我朝着家来。,I come towards home.
经费,經費,jīng fèi,funds; expenditure,"newest-7, new-5, old-6",n,6893,2,2-char,这是经费。,This is a funds.
社交,社交,shè jiāo,interaction; social contact,"newest-7, new-7",n,6894,2,2-char,这是社交。,This is an interaction.
联想,聯想,Lián xiǎng,Lenovo,"newest-6, new-5, old-6","v, nz, vn",6895,2,2-char,我每天都联想。,I Lenovo every day.
浴室,浴室,yù shì,bathroom (room used for bathing),"newest-6, new-7",n,6898,2,2-char,这是浴室。,This is a bathroom.
纠纷,糾紛,jiū fēn,dispute,"newest-6, new-6, old-6",n,6898,2,2-char,这是纠纷。,This is a dispute.
通往,通往,tōng wǎng,to lead to,new-7,v,6900,2,2-char,我每天都通往。,I to lead to every day.
起点,起點,qǐ diǎn,starting point,"newest-6, new-6",n,6901,2,2-char,这是起点。,This is a starting point.
榜样,榜樣,bǎng yàng,example; model,"newest-6, new-7, old-6",n,6902,2,2-char,这是榜样。,This is an example.
幼稚,幼稚,yòu zhì,young; childish; puerile,"newest-7, new-7, old-6","a, an",6903,2,2-char,这个很幼稚。,This is very young.
随身,隨身,suí shēn,to (carry) on one's person; to (take) with one,"newest-7, new-7, old-6","d, b",6903,2,2-char,他随身来。,He comes to  on one's person.
创建,創建,chuàng jiàn,to found; to establish,"newest-6, new-6","v, vn",6904,2,2-char,我每天都创建。,I to found every day.
后者,後者,hòu zhě,the latter,"newest-6, new-7",r,6906,2,2-char,我在学习“后者”。,I'm learning '后者'.
走私,走私,zǒu sī,to smuggle; to have an illicit affair,"newest-7, new-6, old-6","v, vn",6907,2,2-char,我每天都走私。,I to smuggle every day.
诈骗,詐騙,zhà piàn,to defraud; to swindle; to blackmail,"newest-7, new-7, old-6","vn, v",6909,2,2-char,我每天都诈骗。,I to defraud every day.
尽头,盡頭,jìn tóu,end; extremity; limit,"newest-7, new-7",f,6910,2,2-char,我在学习“尽头”。,I'm learning '尽头'.
歌迷,歌迷,gē mí,fan of a singer,new-3,n,6912,2,2-char,这是歌迷。,This is a fan of a singer.
挽救,挽救,wǎn jiù,to save; to remedy; to rescue,"newest-7, new-7, old-6","v, vn",6916,2,2-char,我每天都挽救。,I to save every day.
扩张,擴張,kuò zhāng,expansion; dilation; to expand (e.g. one's power or influence); to broaden,"newest-7, new-7, old-6","v, vn",6918,2,2-char,我每天都扩张。,I expansion every day.
罚款,罰款,fá kuǎn,to fine; penalty; fine (monetary),"newest-5, new-5, old-5","v, n",6918,2,2-char,我每天都罚款。,I to fine every day.
眼下,眼下,yǎn xià,now; at present; subocular (medicine),"newest-7, new-7, old-6",t,6919,2,2-char,我们眼下见。,See you now.
握手,握手,wò shǒu,to shake hands,"newest-5, new-3, old-4","v, vn",6920,2,2-char,我每天都握手。,I to shake hands every day.
摇头,搖頭,yáo tóu,to shake one's head,new-5,v,6924,2,2-char,我每天都摇头。,I to shake one's head every day.
不顾,不顧,bù gù,in spite of; regardless of,"newest-6, new-5, old-6",v,6927,2,2-char,我每天都不顾。,I in spite of; regardless of every day.
剩余,剩餘,shèng yú,remainder; surplus,"newest-6, new-7","vn, v",6929,2,2-char,我每天都剩余。,I remainder every day.
租金,租金,zū jīn,rent,"newest-5, new-6",n,6930,2,2-char,这是租金。,This is a rent.
歧视,歧視,qí shì,to discriminate against; discrimination,"newest-7, new-7, old-6","vn, v",6933,2,2-char,我每天都歧视。,I to discriminate against every day.
放过,放過,fàng guò,to let off; to let slip by; to let sb get away with sth,"newest-7, new-7",v,6937,2,2-char,我每天都放过。,I to let off every day.
差异,差異,chā yì,difference; discrepancy,"newest-6, new-6",n,6939,2,2-char,这是差异。,This is a difference; discrepancy.
智能,智能,zhì néng,"intelligent; able; smart (phone, system, bomb etc)","newest-5, new-4, old-6",n,6940,2,2-char,这是智能。,This is an intelligent.
手工,手工,shǒu gōng,handwork; manual,"newest-5, new-4, old-5","n, d",6943,2,2-char,这是手工。,This is a handwork.
课堂,課堂,kè táng,classroom,"newest-4, new-2",n,6943,2,2-char,这是课堂。,This is a classroom.
无意,無意,wú yì,inadvertent; accidental; to have no intention of (doing sth),"newest-7, new-7",v,6944,2,2-char,我每天都无意。,I inadvertent every day.
气味,氣味,qì wèi,odor; scent,"newest-6, new-7, old-6",n,6948,2,2-char,这是气味。,This is an odor; scent.
推测,推測,tuī cè,speculation; to conjecture; to surmise; to speculate,"newest-6, new-7, old-6","v, vn",6954,2,2-char,我每天都推测。,I speculation every day.
效力,效力,xiào lì,effectiveness; positive effect; to serve (in some capacity),"newest-7, new-7","n, v",6954,2,2-char,这是效力。,This is an effectiveness.
点燃,點燃,diǎn rán,to ignite; to set on fire; aflame,"newest-6, new-5",v,6958,2,2-char,我每天都点燃。,I to ignite every day.
思念,思念,sī niàn,to think of; to long for; to miss,"newest-6, new-7, old-6","v, vn",6960,2,2-char,我每天都思念。,I to think of every day.
刹车,剎車,shā chē,to brake (when driving); to stop; to switch off; to check (bad habits); a brake,"newest-6, new-7, old-6","n, v, vn",6961,2,2-char,这是刹车。,This is a to brake.
心态,心態,xīn tài,attitude (of the heart); state of one's psyche; way of thinking; mentality,"newest-5, new-5, old-6",n,6962,2,2-char,这是心态。,This is an attitude.
侵略,侵略,qīn lu:è,to invade; invasion,"newest-7, new-7, old-5","v, vn",6964,2,2-char,我每天都侵略。,I to invade every day.
腹部,腹部,fù bù,abdomen; belly; flank,new-7,n,6969,2,2-char,这是腹部。,This is an abdomen.
来信,來信,lái xìn,incoming letter; to send us a letter,new-5,"n, v",6973,2,2-char,这是来信。,This is an incoming letter.
宣称,宣稱,xuān chēng,to assert; to claim,"newest-7, new-7",v,6974,2,2-char,我每天都宣称。,I to assert every day.
总体,總體,zǒng tǐ,completely; totally; total; entire; overall; population (statistics),"newest-5, new-5",n,6976,2,2-char,这是总体。,This is a completely.
原理,原理,yuán lǐ,principle; theory,"newest-6, new-5, old-6",n,6978,2,2-char,这是原理。,This is a principle.
威力,威力,wēi lì,might; formidable power,"newest-7, new-7, old-6",n,6981,2,2-char,这是威力。,This is a might.
小区,小區,xiǎo qū,neighborhood; district,"newest-3, new-7",n,6982,2,2-char,这是小区。,This is a neighborhood.
有事,有事,yǒu shì,to be occupied with sth; to have sth on one's mind; there is something the matter,new-6,v,6982,2,2-char,我每天都有事。,I to be occupied with sth every day.
别说,別說,bié shuō,to say nothing of; not to mention; let alone,"newest-7, new-7",,6983,2,2-char,我在学习“别说”。,I'm learning '别说'.
登录,登錄,dēng lù,to register; to log in,"newest-5, new-4, old-6","v, vn",6988,2,2-char,我每天都登录。,I to register every day.
层面,層面,céng miàn,"aspect; facet; level (political, psychological, spiritual etc); (geology) bedding plane","newest-6, new-6",n,6992,2,2-char,这是层面。,This is an aspect.
穷人,窮人,qióng rén,poor people; the poor,new-4,n,6993,2,2-char,这是穷人。,This is a poor people.
符号,符號,fú hào,symbol; mark; sign,"newest-6, new-4, old-6",n,6994,2,2-char,这是符号。,This is a symbol; mark; sign.
施工,施工,shī gōng,construction; to carry out construction or large-scale repairs,"newest-7, new-7","v, vn",6996,2,2-char,我每天都施工。,I construction every day.
出国,出國,chū guó,to go abroad; to leave the country,"newest-2, new-2","v, vn",6997,2,2-char,我每天都出国。,I to go abroad; to leave the country every day.
激素,激素,jī sù,hormone,"newest-7, new-7",n,7000,2,2-char,这是激素。,This is a hormone.
隆重,隆重,lóng zhòng,grand; prosperous; ceremonious; solemn,"newest-7, new-7, old-6","a, ad",7000,2,2-char,这个很隆重。,This is very grand.
破裂,破裂,pò liè,to burst; to rupture; (of a relationship etc) to break down,"newest-7, new-7","v, vn",7002,2,2-char,我每天都破裂。,I to burst; to rupture every day.
体制,體制,tǐ zhì,system; organization,"newest-7, new-7",n,7005,2,2-char,这是体制。,This is a system.
废物,廢物,fèi wù,rubbish; waste material; useless person,"newest-7, new-7",n,7005,2,2-char,这是废物。,This is a rubbish.
迷失,迷失,mí shī,to lose (one's bearings); to get lost,"newest-7, new-7, old-6","v, vn",7005,2,2-char,我每天都迷失。,I to lose every day.
守护,守護,shǒu hù,to guard; to protect,"newest-7, new-7, old-6","v, vn",7007,2,2-char,我每天都守护。,I to guard every day.
清晨,清晨,qīng chén,early morning,"newest-6, new-5, old-6",t,7008,2,2-char,我们清晨见。,See you early morning.
协商,協商,xié shāng,to consult with; to talk things over; agreement,"newest-7, new-6, old-6","v, vn",7011,2,2-char,我每天都协商。,I to consult with every day.
民间,民間,mín jiān,among the people; popular; folk; non-governmental; involving people rather than governments,"newest-6, new-3, old-6",n,7015,2,2-char,这是民间。,This is an among the people.
委员,委員,wěi yuán,committee member,"newest-7, new-7, old-6",n,7019,2,2-char,这是委员。,This is a committee member.
视野,視野,shì yě,field of view; (fig.) outlook; perspective,"newest-7, new-7, old-6",n,7019,2,2-char,这是视野。,This is a field of view.
咳嗽,咳嗽,ké sou,to cough,"newest-4, new-7, old-4",v,7020,2,2-char,我每天都咳嗽。,I to cough every day.
应对,應對,yìng duì,to answer; to reply; to handle; to deal with; response,"newest-5, new-6","v, vn",7020,2,2-char,我每天都应对。,I to answer; to reply every day.
题目,題目,tí mù,subject; title; topic,"newest-5, new-3, old-5",n,7020,2,2-char,这是题目。,This is a subject.
节省,節省,jié shěng,saving; to save; to use sparingly; to cut down on,"newest-5, new-4, old-5",v,7027,2,2-char,我每天都节省。,I saving every day.
占有,佔有,zhàn yǒu,to have; to own; to hold; to occupy; to possess; to account for (a high proportion etc),"newest-6, new-5, old-6","v, vn",7035,2,2-char,我每天都占有。,I to have every day.
样品,樣品,yàng pǐn,sample; specimen,"newest-7, new-7, old-6",n,7037,2,2-char,这是样品。,This is a sample; specimen.
雷达,雷達,léi dá,radar (loanword),"newest-7, old-6","n, nr, nz",7037,2,2-char,这是雷达。,This is a radar.
关节,關節,guān jié,joint (physiology); key point; critical phase,"newest-7, new-7",n,7040,2,2-char,这是关节。,This is a joint.
外来,外來,wài lái,external; foreign; outside,"newest-6, new-6",b,7042,2,2-char,我在学习“外来”。,I'm learning '外来'.
边界,邊界,biān jiè,boundary; border,"newest-7, new-7, old-6",n,7042,2,2-char,这是边界。,This is a boundary.
嫌疑,嫌疑,xián yí,suspicion; to have suspicions,"newest-7, new-7, old-6",n,7043,2,2-char,这是嫌疑。,This is a suspicion.
围巾,圍巾,wéi jīn,scarf; shawl,"newest-5, new-4, old-5",n,7051,2,2-char,这是围巾。,This is a scarf.
哎哟,哎喲,āi yō,hey; ow; ouch; interjection of pain or surprise,old-6,e,7054,2,2-char,我在学习“哎哟”。,I'm learning '哎哟'.
波动,波動,bō dòng,to undulate; to fluctuate; wave motion; rise and fall,"newest-7, new-6","vn, v, n",7054,2,2-char,我每天都波动。,I to undulate every day.
海盗,海盜,hǎi dào,pirate,"newest-7, new-7",n,7054,2,2-char,这是海盗。,This is a pirate.
秋天,秋天,qiū tiān,autumn,"newest-3, new-2",t,7055,2,2-char,我们秋天见。,See you autumn.
导师,導師,dǎo shī,tutor; teacher; academic advisor,"newest-6, new-7",n,7057,2,2-char,这是导师。,This is a tutor.
与否,與否,yǔ fǒu,whether or not (at the end of a phrase),"newest-7, new-7",u,7060,2,2-char,我在学习“与否”。,I'm learning '与否'.
往事,往事,wǎng shì,past events; former happenings,"newest-7, new-7, old-6",n,7060,2,2-char,这是往事。,This is a past events.
传言,傳言,chuán yán,rumor; hearsay,"newest-7, new-6","n, v",7061,2,2-char,这是传言。,This is a rumor.
何况,何況,hé kuàng,let alone; to say nothing of; besides; what's more,"newest-7, new-7, old-5","c, d",7062,2,2-char,我在学习“何况”。,I'm learning '何况'.
倾听,傾聽,qīng tīng,to listen attentively,"newest-6, new-7, old-6",v,7063,2,2-char,我每天都倾听。,I to listen attentively every day.
开头,開頭,kāi tóu,beginning; to start,"newest-6, new-6","n, v",7063,2,2-char,这是开头。,This is a beginning.
传闻,傳聞,chuán wén,rumor,"newest-7, new-7",n,7065,2,2-char,这是传闻。,This is a rumor.
简称,簡稱,jiǎn chēng,to be abbreviated to; abbreviation; short form,"newest-7, new-7","v, n",7065,2,2-char,我每天都简称。,I to be abbreviated to every day.
发泄,發洩,fā xiè,to give vent to (one's feelings),"newest-7, new-7",v,7068,2,2-char,我每天都发泄。,I to give vent to every day.
消毒,消毒,xiāo dú,to disinfect; to sterilize,"newest-6, new-5, old-6","v, vn",7069,2,2-char,我每天都消毒。,I to disinfect; to sterilize every day.
预言,預言,yù yán,to predict; prophecy,"newest-7, new-7, old-6","v, n",7075,2,2-char,我每天都预言。,I to predict every day.
失控,失控,shī kòng,to go out of control,"newest-7, new-7","v, vn",7077,2,2-char,我每天都失控。,I to go out of control every day.
